TIME	Ve	Vs
-5.41E-03	1	1.04
-5.40E-03	1.04	1.04
-5.39E-03	1.04	1.04
-5.38E-03	1	1.04
-5.37E-03	1.04	1.04
-5.36E-03	1	1.04
-5.35E-03	1	1
-5.34E-03	1	1.04
-5.33E-03	1.04	1
-5.32E-03	1.04	1.04
-5.31E-03	1.04	1
-5.30E-03	1.04	1.04
-5.29E-03	1	1
-5.28E-03	1.04	1.04
-5.27E-03	1.04	1
-5.26E-03	1	1
-5.25E-03	1	1
-5.24E-03	1.04	1.04
-5.23E-03	1	1
-5.22E-03	1.04	1.04
-5.21E-03	1	1
-5.20E-03	1	1
-5.19E-03	1.04	1.04
-5.18E-03	1.04	1
-5.17E-03	1	1
-5.16E-03	1.04	1.04
-5.15E-03	1.04	1.04
-5.14E-03	1	1.04
-5.13E-03	1.04	1.04
-5.12E-03	1	1.04
-5.11E-03	1.04	1.04
-5.10E-03	1.04	1.04
-5.09E-03	1.04	1.04
-5.08E-03	1.04	1
-5.07E-03	1.04	1.04
-5.06E-03	1	1.04
-5.05E-03	1.04	1.04
-5.04E-03	1.04	1.04
-5.03E-03	1	1.04
-5.02E-03	1.04	1.04
-5.01E-03	1	1.04
-5.00E-03	-9.60E-01	1.04
-4.99E-03	-8.80E-01	9.60E-01
-4.98E-03	-8.40E-01	7.20E-01
-4.97E-03	-8.00E-01	3.60E-01
-4.96E-03	-8.00E-01	-4.00E-02
-4.95E-03	-8.00E-01	-4.80E-01
-4.94E-03	-8.00E-01	-9.20E-01
-4.93E-03	-8.40E-01	-1.28
-4.92E-03	-8.80E-01	-1.52
-4.91E-03	-9.60E-01	-1.76
-4.90E-03	-1	-1.8
-4.89E-03	-1.04	-1.8
-4.88E-03	-1.04	-1.7199999
-4.87E-03	-1.0799999	-1.5999999
-4.86E-03	-1.12	-1.4399999
-4.85E-03	-1.0799999	-1.24
-4.84E-03	-1.0799999	-1.0799999
-4.83E-03	-1.0799999	-9.20E-01
-4.82E-03	-1.04	-8.00E-01
-4.81E-03	-1.04	-7.20E-01
-4.80E-03	-1	-6.80E-01
-4.79E-03	-1	-6.40E-01
-4.78E-03	-1	-7.20E-01
-4.77E-03	-9.60E-01	-7.20E-01
-4.76E-03	-9.60E-01	-8.00E-01
-4.75E-03	-9.60E-01	-8.80E-01
-4.74E-03	-1	-9.20E-01
-4.73E-03	-9.60E-01	-1.04
-4.72E-03	-1	-1.04
-4.71E-03	-9.60E-01	-1.12
-4.70E-03	-1	-1.12
-4.69E-03	-1	-1.12
-4.68E-03	-1	-1.16
-4.67E-03	-1.04	-1.12
-4.66E-03	-1.04	-1.0799999
-4.65E-03	-1	-1.04
-4.64E-03	-1.04	-1.04
-4.63E-03	-1.04	-1
-4.62E-03	-1	-1
-4.61E-03	-1	-9.60E-01
-4.60E-03	-1	-9.20E-01
-4.59E-03	-1	-9.20E-01
-4.58E-03	-1	-9.60E-01
-4.57E-03	-1	-9.20E-01
-4.56E-03	-1	-9.60E-01
-4.55E-03	-1	-9.60E-01
-4.54E-03	-9.60E-01	-1
-4.53E-03	-1	-1
-4.52E-03	-1.04	-1.04
-4.51E-03	-1	-1.04
-4.50E-03	-1	-1.04
-4.49E-03	-1.04	-1.04
-4.48E-03	-1	-1.04
-4.47E-03	-1.04	-1.04
-4.46E-03	-1	-1.04
-4.45E-03	-1	-1
-4.44E-03	-1	-1.04
-4.43E-03	-1	-1
-4.42E-03	-1	-1
-4.41E-03	-1	-1
-4.40E-03	-1	-1
-4.39E-03	-1	-1
-4.38E-03	-1.04	-1
-4.37E-03	-1	-1
-4.36E-03	-1	-1
-4.35E-03	-1	-1
-4.34E-03	-1	-1
-4.33E-03	-1.04	-1
-4.32E-03	-1	-1
-4.31E-03	-1	-1
-4.30E-03	-1	-1
-4.29E-03	-1	-1
-4.28E-03	-1	-1
-4.27E-03	-1	-1.04
-4.26E-03	-1.04	-1
-4.25E-03	-1	-1
-4.24E-03	-1.04	-1
-4.23E-03	-1.04	-1
-4.22E-03	-1	-1
-4.21E-03	-1	-1
-4.20E-03	-1	-1
-4.19E-03	-1	-1
-4.18E-03	-1.04	-1
-4.17E-03	-1	-1
-4.16E-03	-1	-1
-4.15E-03	-1.04	-1
-4.14E-03	-1	-1
-4.13E-03	-1.04	-1
-4.12E-03	-1	-1
-4.11E-03	-1	-1
-4.10E-03	-1.04	-1
-4.09E-03	-1	-1
-4.08E-03	-1	-1
-4.07E-03	-1	-1
-4.06E-03	-1	-1
-4.05E-03	-1	-1
-4.04E-03	-1	-1
-4.03E-03	-1	-1
-4.02E-03	-1	-1
-4.01E-03	-1	-1
-4.00E-03	-1	-1
-3.99E-03	-1	-1
-3.98E-03	-1	-1
-3.97E-03	-1	-1
-3.96E-03	-1	-1
-3.95E-03	-1	-1
-3.94E-03	-1	-1
-3.93E-03	-1	-1
-3.92E-03	-1	-1
-3.91E-03	-1	-1
-3.90E-03	-1	-1
-3.89E-03	-1	-1
-3.88E-03	-1	-1
-3.87E-03	-1.04	-1
-3.86E-03	-1	-1
-3.85E-03	-1	-1
-3.84E-03	-1	-1
-3.83E-03	-1.04	-1
-3.82E-03	-1	-1
-3.81E-03	-1	-1
-3.80E-03	-1	-1
-3.79E-03	-1	-1
-3.78E-03	-1	-1
-3.77E-03	-1	-1
-3.76E-03	-1.04	-1
-3.75E-03	-1	-1
-3.74E-03	-1	-1
-3.73E-03	-1.04	-1
-3.72E-03	-1	-1
-3.71E-03	-1	-1
-3.70E-03	-1	-1
-3.69E-03	-1	-1
-3.68E-03	-1	-1
-3.67E-03	-1	-1
-3.66E-03	-1	-1
-3.65E-03	-1	-1
-3.64E-03	-1	-1
-3.63E-03	-1	-1
-3.62E-03	-1	-1
-3.61E-03	-1.04	-1
-3.60E-03	-1	-1
-3.59E-03	-1	-9.60E-01
-3.58E-03	-1	-1
-3.57E-03	-1	-1
-3.56E-03	-1	-1
-3.55E-03	-1	-1.04
-3.54E-03	-1	-1
-3.53E-03	-1	-1
-3.52E-03	-1	-1
-3.51E-03	-1	-1
-3.50E-03	-1	-9.60E-01
-3.49E-03	-1	-1
-3.48E-03	-1	-1
-3.47E-03	-1	-1
-3.46E-03	-1	-1
-3.45E-03	-1	-1.04
-3.44E-03	-1	-1
-3.43E-03	-1	-9.60E-01
-3.42E-03	-1.04	-1
-3.41E-03	-1	-1
-3.40E-03	-1	-1
-3.39E-03	-1	-1
-3.38E-03	-1	-1
-3.37E-03	-1	-1
-3.36E-03	-1	-1
-3.35E-03	-1	-1
-3.34E-03	-1	-1
-3.33E-03	-1	-1.04
-3.32E-03	-1	-1
-3.31E-03	-1	-1
-3.30E-03	-1	-1
-3.29E-03	-1.04	-1
-3.28E-03	-1	-1
-3.27E-03	-1	-1
-3.26E-03	-1	-1
-3.25E-03	-1	-1
