WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1586.780;-6.87;-65.31;-65.10;-64.71;-43.13
1586.790;-6.84;-65.34;-65.13;-64.74;-43.18
1586.800;-6.86;-65.32;-65.11;-64.72;-43.17
1586.810;-6.88;-65.31;-65.09;-64.71;-43.13
1586.820;-6.88;-65.31;-65.09;-64.71;-43.16
1586.830;-6.88;-65.31;-65.09;-64.71;-43.14
1586.840;-6.88;-65.31;-65.09;-64.71;-43.15
1586.850;-6.86;-65.32;-65.11;-64.73;-43.32
1586.860;-6.88;-65.31;-65.09;-64.71;-43.20
1586.870;-6.88;-65.31;-65.09;-64.71;-43.24
1586.880;-6.87;-65.31;-65.10;-64.72;-43.29
1586.890;-6.86;-65.32;-65.11;-64.73;-43.21
1586.900;-6.87;-65.32;-65.10;-64.72;-43.24
1586.910;-6.88;-65.31;-65.09;-64.71;-43.22
1586.920;-6.88;-65.31;-65.09;-64.71;-43.20
1586.930;-6.89;-65.29;-65.08;-64.70;-43.11
1586.940;-6.89;-65.29;-65.08;-64.69;-43.14
1586.950;-6.88;-65.30;-65.09;-64.71;-43.13
1586.960;-6.90;-65.28;-65.07;-64.68;-43.21
1586.970;-6.88;-65.31;-65.09;-64.71;-43.28
1586.980;-6.88;-65.30;-65.09;-64.70;-43.30
1586.990;-6.89;-65.29;-65.08;-64.69;-43.27
1587.000;-6.88;-65.30;-65.09;-64.71;-43.24
1587.010;-6.88;-65.31;-65.10;-64.71;-43.30
1587.020;-6.88;-65.31;-65.10;-64.71;-43.15
1587.030;-6.88;-65.31;-65.10;-64.71;-43.35
1587.040;-6.88;-65.31;-65.10;-64.71;-43.21
1587.050;-6.88;-65.31;-65.10;-64.71;-43.20
1587.060;-6.88;-65.31;-65.10;-64.71;-43.30
1587.070;-6.87;-65.32;-65.10;-64.72;-43.33
1587.080;-6.87;-65.31;-65.10;-64.72;-43.29
1587.090;-6.86;-65.32;-65.11;-64.72;-43.34
1587.100;-6.86;-65.32;-65.11;-64.73;-43.24
1587.110;-6.88;-65.31;-65.10;-64.71;-43.24
1587.120;-6.89;-65.29;-65.08;-64.69;-43.30
1587.130;-6.88;-65.31;-65.10;-64.71;-43.12
1587.140;-6.88;-65.31;-65.10;-64.71;-43.22
1587.150;-6.88;-65.31;-65.10;-64.71;-43.37
1587.160;-6.88;-65.31;-65.10;-64.71;-43.41
1587.170;-6.88;-65.31;-65.10;-64.71;-43.36
1587.180;-6.88;-65.31;-65.10;-64.71;-43.34
1587.190;-6.84;-65.34;-65.13;-64.74;-43.43
1587.200;-6.88;-65.31;-65.10;-64.71;-43.40
1587.210;-6.88;-65.31;-65.10;-64.71;-43.41
1587.220;-6.88;-65.31;-65.10;-64.71;-43.46
1587.230;-6.88;-65.31;-65.10;-64.71;-43.41
1587.240;-6.87;-65.32;-65.11;-64.72;-43.51
1587.250;-6.86;-65.32;-65.12;-64.73;-43.46
1587.260;-6.87;-65.31;-65.10;-64.72;-43.39
1587.270;-6.86;-65.32;-65.11;-64.73;-43.48
1587.280;-6.87;-65.31;-65.10;-64.71;-43.39
1587.290;-6.86;-65.32;-65.12;-64.73;-43.34
1587.300;-6.86;-65.33;-65.12;-64.73;-43.33
1587.310;-6.84;-65.34;-65.13;-64.74;-43.29
1587.320;-6.86;-65.32;-65.12;-64.73;-43.38
1587.330;-6.87;-65.32;-65.11;-64.72;-43.41
1587.340;-6.88;-65.31;-65.10;-64.71;-43.35
1587.350;-6.88;-65.31;-65.10;-64.71;-43.34
1587.360;-6.88;-65.31;-65.10;-64.71;-43.38
1587.370;-6.88;-65.31;-65.10;-64.71;-43.44
1587.380;-6.84;-65.34;-65.13;-64.74;-43.40
1587.390;-6.88;-65.31;-65.10;-64.71;-43.37
1587.400;-6.87;-65.31;-65.10;-64.72;-43.37
1587.410;-6.87;-65.32;-65.11;-64.72;-43.36
1587.420;-6.88;-65.31;-65.10;-64.71;-43.38
1587.430;-6.88;-65.31;-65.10;-64.71;-43.30
1587.440;-6.88;-65.31;-65.10;-64.71;-43.35
1587.450;-6.91;-65.27;-65.07;-64.68;-43.28
1587.460;-6.88;-65.31;-65.10;-64.71;-43.40
1587.470;-6.88;-65.31;-65.10;-64.71;-43.27
1587.480;-6.88;-65.31;-65.10;-64.71;-43.33
1587.490;-6.88;-65.30;-65.09;-64.70;-43.37
1587.500;-6.89;-65.30;-65.09;-64.70;-43.37
1587.510;-6.88;-65.31;-65.10;-64.71;-43.40
1587.520;-6.88;-65.31;-65.10;-64.71;-43.25
1587.530;-6.88;-65.31;-65.10;-64.71;-43.17
1587.540;-6.88;-65.31;-65.10;-64.71;-43.29
1587.550;-6.88;-65.31;-65.10;-64.71;-43.15
1587.560;-6.87;-65.31;-65.10;-64.71;-43.31
1587.570;-6.86;-65.32;-65.11;-64.72;-43.24
1587.580;-6.88;-65.31;-65.10;-64.71;-43.17
1587.590;-6.87;-65.32;-65.11;-64.72;-43.23
1587.600;-6.87;-65.31;-65.11;-64.72;-43.22
1587.610;-6.88;-65.31;-65.10;-64.71;-43.17
1587.620;-6.88;-65.31;-65.10;-64.71;-43.23
1587.630;-6.88;-65.31;-65.10;-64.71;-43.13
1587.640;-6.88;-65.31;-65.10;-64.71;-43.11
1587.650;-6.88;-65.31;-65.10;-64.71;-43.16
1587.660;-6.88;-65.30;-65.09;-64.71;-43.25
1587.670;-6.89;-65.30;-65.09;-64.70;-43.15
1587.680;-6.88;-65.31;-65.10;-64.71;-43.10
1587.690;-6.88;-65.31;-65.10;-64.71;-43.03
1587.700;-6.88;-65.31;-65.10;-64.71;-43.12
1587.710;-6.89;-65.29;-65.09;-64.70;-43.17
1587.720;-6.88;-65.31;-65.10;-64.71;-43.17
1587.730;-6.89;-65.29;-65.08;-64.69;-43.22
1587.740;-6.90;-65.28;-65.08;-64.69;-43.12
1587.750;-6.91;-65.28;-65.07;-64.68;-43.06
1587.760;-6.90;-65.28;-65.07;-64.68;-43.01
1587.770;-6.90;-65.28;-65.08;-64.69;-43.05
1587.780;-6.88;-65.30;-65.10;-64.71;-43.03
1587.790;-6.89;-65.29;-65.09;-64.70;-43.00
1587.800;-6.88;-65.31;-65.10;-64.71;-43.01
1587.810;-6.89;-65.29;-65.08;-64.69;-43.20
1587.820;-6.91;-65.27;-65.06;-64.68;-43.02
1587.830;-6.91;-65.28;-65.07;-64.68;-43.14
1587.840;-6.89;-65.30;-65.09;-64.70;-43.21
1587.850;-6.89;-65.29;-65.08;-64.69;-43.09
1587.860;-6.89;-65.29;-65.09;-64.70;-43.02
1587.870;-6.88;-65.31;-65.10;-64.71;-43.07
1587.880;-6.88;-65.31;-65.10;-64.71;-43.12
1587.890;-6.89;-65.29;-65.08;-64.69;-43.03
1587.900;-6.90;-65.29;-65.08;-64.69;-43.07
1587.910;-6.91;-65.27;-65.07;-64.68;-43.03
1587.920;-6.89;-65.29;-65.08;-64.69;-43.06
1587.930;-6.89;-65.30;-65.09;-64.70;-43.10
1587.940;-6.89;-65.30;-65.09;-64.70;-43.03
1587.950;-6.89;-65.29;-65.08;-64.69;-42.99
1587.960;-6.88;-65.30;-65.10;-64.71;-42.99
1587.970;-6.88;-65.31;-65.10;-64.71;-43.02
1587.980;-6.88;-65.31;-65.10;-64.71;-43.07
1587.990;-6.88;-65.30;-65.10;-64.71;-43.08
1588.000;-6.91;-65.27;-65.07;-64.68;-43.04
1588.010;-6.89;-65.29;-65.08;-64.69;-43.04
1588.020;-6.89;-65.29;-65.08;-64.69;-43.03
1588.030;-6.88;-65.30;-65.09;-64.70;-43.07
1588.040;-6.90;-65.28;-65.07;-64.69;-43.10
1588.050;-6.90;-65.29;-65.08;-64.69;-43.04
1588.060;-6.88;-65.31;-65.10;-64.71;-43.08
1588.070;-6.89;-65.29;-65.08;-64.69;-43.07
1588.080;-6.88;-65.30;-65.10;-64.71;-43.23
1588.090;-6.90;-65.28;-65.07;-64.68;-43.06
1588.100;-6.92;-65.27;-65.06;-64.67;-43.15
1588.110;-6.89;-65.30;-65.09;-64.70;-43.18
1588.120;-6.90;-65.29;-65.08;-64.69;-43.07
1588.130;-6.90;-65.28;-65.08;-64.69;-43.10
1588.140;-6.91;-65.27;-65.07;-64.68;-43.06
1588.150;-6.88;-65.30;-65.10;-64.71;-43.21
1588.160;-6.93;-65.25;-65.05;-64.66;-43.22
1588.170;-6.91;-65.27;-65.07;-64.68;-43.16
1588.180;-6.90;-65.28;-65.07;-64.68;-43.27
1588.190;-6.92;-65.26;-65.05;-64.66;-43.24
1588.200;-6.91;-65.27;-65.06;-64.67;-43.33
1588.210;-6.89;-65.29;-65.08;-64.70;-43.28
1588.220;-6.92;-65.27;-65.06;-64.67;-43.19
1588.230;-6.90;-65.28;-65.07;-64.69;-43.32
1588.240;-6.89;-65.29;-65.08;-64.69;-43.17
1588.250;-6.91;-65.27;-65.06;-64.68;-43.22
1588.260;-6.90;-65.29;-65.08;-64.69;-43.19
1588.270;-6.90;-65.28;-65.07;-64.69;-43.25
1588.280;-6.90;-65.28;-65.07;-64.69;-43.31
1588.290;-6.90;-65.28;-65.07;-64.69;-43.29
1588.300;-6.88;-65.31;-65.10;-64.71;-43.28
1588.310;-6.90;-65.28;-65.07;-64.68;-43.33
1588.320;-6.91;-65.27;-65.06;-64.67;-43.29
1588.330;-6.89;-65.29;-65.08;-64.69;-43.36
1588.340;-6.89;-65.29;-65.08;-64.69;-43.30
1588.350;-6.89;-65.29;-65.08;-64.69;-43.28
1588.360;-6.89;-65.29;-65.08;-64.69;-43.39
1588.370;-6.90;-65.28;-65.07;-64.68;-43.39
1588.380;-6.90;-65.28;-65.07;-64.68;-43.32
1588.390;-6.88;-65.30;-65.09;-64.70;-43.38
1588.400;-6.90;-65.28;-65.07;-64.68;-43.26
1588.410;-6.93;-65.25;-65.04;-64.66;-43.37
1588.420;-6.91;-65.27;-65.06;-64.67;-43.32
1588.430;-6.92;-65.26;-65.05;-64.66;-43.18
1588.440;-6.90;-65.28;-65.07;-64.69;-43.27
1588.450;-6.91;-65.27;-65.06;-64.67;-43.31
1588.460;-6.91;-65.27;-65.06;-64.67;-43.34
1588.470;-6.91;-65.27;-65.06;-64.67;-43.36
1588.480;-6.91;-65.27;-65.06;-64.67;-43.31
1588.490;-6.90;-65.29;-65.07;-64.69;-43.28
1588.500;-6.94;-65.24;-65.03;-64.64;-43.18
1588.510;-6.93;-65.25;-65.04;-64.66;-43.30
1588.520;-6.90;-65.28;-65.07;-64.69;-43.15
1588.530;-6.92;-65.26;-65.05;-64.66;-43.20
1588.540;-6.90;-65.28;-65.07;-64.68;-43.26
1588.550;-6.89;-65.29;-65.08;-64.69;-43.22
1588.560;-6.92;-65.27;-65.05;-64.67;-43.18
1588.570;-6.92;-65.27;-65.05;-64.67;-43.25
1588.580;-6.91;-65.27;-65.06;-64.67;-43.15
1588.590;-6.93;-65.25;-65.04;-64.66;-43.17
1588.600;-6.93;-65.25;-65.04;-64.65;-43.13
1588.610;-6.94;-65.24;-65.03;-64.64;-43.13
1588.620;-6.94;-65.25;-65.04;-64.65;-43.08
1588.630;-6.95;-65.24;-65.02;-64.64;-43.21
1588.640;-6.94;-65.25;-65.03;-64.65;-43.20
1588.650;-6.94;-65.24;-65.03;-64.64;-43.24
1588.660;-6.95;-65.24;-65.02;-64.64;-43.22
1588.670;-6.95;-65.24;-65.02;-64.64;-43.19
1588.680;-6.93;-65.25;-65.04;-64.66;-43.23
1588.690;-6.93;-65.26;-65.04;-64.66;-43.24
1588.700;-6.93;-65.26;-65.05;-64.66;-43.20
1588.710;-6.92;-65.27;-65.06;-64.67;-43.17
1588.720;-6.94;-65.25;-65.04;-64.65;-43.15
1588.730;-6.94;-65.25;-65.04;-64.65;-43.17
1588.740;-6.94;-65.24;-65.03;-64.64;-43.32
1588.750;-6.92;-65.27;-65.05;-64.67;-43.32
1588.760;-6.91;-65.27;-65.06;-64.67;-43.43
1588.770;-6.93;-65.26;-65.04;-64.66;-43.34
1588.780;-6.95;-65.24;-65.03;-64.64;-43.27
1588.790;-6.94;-65.24;-65.03;-64.64;-43.40
1588.800;-6.93;-65.26;-65.04;-64.66;-43.32
1588.810;-6.94;-65.25;-65.04;-64.65;-43.46
1588.820;-6.94;-65.25;-65.04;-64.65;-43.42
1588.830;-6.94;-65.25;-65.03;-64.64;-43.42
1588.840;-6.95;-65.24;-65.03;-64.64;-43.50
1588.850;-6.95;-65.24;-65.03;-64.64;-43.49
1588.860;-6.95;-65.24;-65.03;-64.64;-43.44
1588.870;-6.95;-65.24;-65.03;-64.64;-43.34
1588.880;-6.95;-65.24;-65.03;-64.64;-43.43
1588.890;-6.95;-65.24;-65.03;-64.64;-43.51
1588.900;-6.95;-65.24;-65.03;-64.64;-43.54
1588.910;-6.95;-65.24;-65.03;-64.64;-43.54
1588.920;-6.95;-65.24;-65.03;-64.64;-43.45
1588.930;-6.95;-65.24;-65.03;-64.64;-43.53
1588.940;-6.93;-65.26;-65.05;-64.66;-43.60
1588.950;-6.91;-65.28;-65.06;-64.67;-43.49
1588.960;-6.95;-65.24;-65.03;-64.64;-43.60
1588.970;-6.95;-65.24;-65.03;-64.64;-43.58
1588.980;-6.95;-65.24;-65.03;-64.64;-43.55
1588.990;-6.95;-65.24;-65.03;-64.64;-43.60
1589.000;-6.96;-65.23;-65.02;-64.63;-43.61
1589.010;-6.94;-65.25;-65.04;-64.65;-43.58
1589.020;-6.96;-65.23;-65.02;-64.63;-43.60
1589.030;-6.93;-65.26;-65.05;-64.66;-43.60
1589.040;-6.93;-65.26;-65.05;-64.66;-43.58
1589.050;-6.94;-65.25;-65.03;-64.64;-43.57
1589.060;-6.94;-65.26;-65.04;-64.65;-43.60
1589.070;-6.94;-65.25;-65.04;-64.65;-43.65
1589.080;-6.94;-65.25;-65.04;-64.65;-43.65
1589.090;-6.95;-65.25;-65.03;-64.64;-43.59
1589.100;-6.93;-65.26;-65.04;-64.65;-43.61
1589.110;-6.95;-65.25;-65.03;-64.64;-43.56
1589.120;-6.95;-65.25;-65.03;-64.64;-43.54
1589.130;-6.93;-65.26;-65.05;-64.66;-43.61
1589.140;-6.93;-65.26;-65.05;-64.66;-43.66
1589.150;-6.94;-65.26;-65.04;-64.65;-43.65
1589.160;-6.94;-65.26;-65.04;-64.65;-43.66
1589.170;-6.94;-65.26;-65.04;-64.65;-43.69
1589.180;-6.95;-65.25;-65.03;-64.64;-43.67
1589.190;-6.95;-65.25;-65.03;-64.64;-43.62
1589.200;-6.95;-65.25;-65.03;-64.64;-43.61
1589.210;-6.95;-65.25;-65.03;-64.64;-43.72
1589.220;-6.96;-65.23;-65.02;-64.63;-43.72
1589.230;-6.95;-65.25;-65.03;-64.64;-43.67
1589.240;-6.95;-65.25;-65.03;-64.64;-43.71
1589.250;-6.95;-65.25;-65.03;-64.64;-43.74
1589.260;-6.95;-65.25;-65.03;-64.64;-43.71
1589.270;-6.95;-65.25;-65.03;-64.64;-43.74
1589.280;-6.95;-65.25;-65.03;-64.64;-43.77
1589.290;-6.95;-65.25;-65.03;-64.64;-43.74
1589.300;-6.97;-65.23;-65.02;-64.62;-43.73
1589.310;-6.95;-65.25;-65.03;-64.64;-43.79
1589.320;-6.96;-65.24;-65.02;-64.63;-43.83
1589.330;-6.95;-65.25;-65.03;-64.64;-43.84
1589.340;-6.95;-65.25;-65.03;-64.64;-43.80
1589.350;-6.94;-65.26;-65.04;-64.65;-43.80
1589.360;-6.94;-65.26;-65.04;-64.65;-43.78
1589.370;-6.95;-65.25;-65.03;-64.64;-43.76
1589.380;-6.93;-65.27;-65.05;-64.66;-43.89
1589.390;-6.95;-65.25;-65.03;-64.64;-43.87
1589.400;-6.95;-65.25;-65.03;-64.64;-43.85
1589.410;-6.95;-65.25;-65.04;-64.64;-43.93
1589.420;-6.95;-65.25;-65.04;-64.64;-43.89
1589.430;-6.95;-65.25;-65.04;-64.64;-43.87
1589.440;-6.95;-65.25;-65.04;-64.64;-43.87
1589.450;-6.95;-65.25;-65.04;-64.64;-43.87
1589.460;-6.95;-65.25;-65.04;-64.64;-43.88
1589.470;-6.95;-65.25;-65.04;-64.64;-43.86
1589.480;-6.95;-65.25;-65.04;-64.64;-43.84
1589.490;-6.95;-65.25;-65.04;-64.64;-43.85
1589.500;-6.95;-65.25;-65.04;-64.64;-43.91
1589.510;-6.95;-65.25;-65.04;-64.64;-43.99
1589.520;-6.95;-65.25;-65.04;-64.64;-43.93
1589.530;-6.94;-65.26;-65.05;-64.65;-43.91
1589.540;-6.93;-65.27;-65.05;-64.66;-43.95
1589.550;-6.96;-65.24;-65.02;-64.63;-44.00
1589.560;-6.95;-65.25;-65.04;-64.64;-43.96
1589.570;-6.95;-65.25;-65.04;-64.64;-43.98
1589.580;-6.96;-65.24;-65.02;-64.63;-44.04
1589.590;-6.95;-65.25;-65.04;-64.64;-44.00
1589.600;-6.96;-65.25;-65.03;-64.63;-44.02
1589.610;-6.98;-65.23;-65.01;-64.61;-44.06
1589.620;-6.96;-65.24;-65.02;-64.63;-44.03
1589.630;-6.95;-65.25;-65.04;-64.64;-44.01
1589.640;-6.96;-65.24;-65.02;-64.63;-44.01
1589.650;-6.95;-65.25;-65.04;-64.64;-44.02
1589.660;-6.95;-65.25;-65.04;-64.64;-44.02
1589.670;-6.97;-65.23;-65.02;-64.62;-44.00
1589.680;-6.97;-65.23;-65.02;-64.62;-44.04
1589.690;-6.96;-65.24;-65.03;-64.63;-44.07
1589.700;-6.98;-65.22;-65.01;-64.61;-44.14
1589.710;-7.00;-65.20;-64.98;-64.59;-44.12
1589.720;-6.96;-65.24;-65.02;-64.63;-44.10
1589.730;-6.98;-65.22;-65.01;-64.61;-44.15
1589.740;-6.98;-65.22;-65.00;-64.60;-44.14
1589.750;-6.98;-65.22;-65.00;-64.61;-44.25
1589.760;-6.97;-65.23;-65.01;-64.62;-44.20
1589.770;-7.00;-65.20;-64.98;-64.59;-44.23
1589.780;-6.99;-65.21;-64.99;-64.59;-44.19
1589.790;-7.00;-65.20;-64.98;-64.59;-44.19
1589.800;-7.01;-65.19;-64.98;-64.58;-44.14
1589.810;-6.99;-65.21;-65.00;-64.60;-44.29
1589.820;-7.00;-65.20;-64.99;-64.59;-44.24
1589.830;-6.98;-65.22;-65.00;-64.60;-44.32
1589.840;-6.99;-65.22;-65.00;-64.60;-44.33
1589.850;-7.01;-65.20;-64.98;-64.58;-44.37
1589.860;-7.02;-65.18;-64.97;-64.57;-44.41
1589.870;-7.01;-65.19;-64.97;-64.58;-44.45
1589.880;-7.01;-65.19;-64.97;-64.58;-44.43
1589.890;-7.03;-65.17;-64.95;-64.56;-44.58
1589.900;-7.02;-65.18;-64.96;-64.56;-44.51
1589.910;-7.02;-65.18;-64.97;-64.57;-44.57
1589.920;-7.02;-65.18;-64.97;-64.57;-44.54
1589.930;-7.02;-65.18;-64.97;-64.57;-44.42
1589.940;-7.01;-65.20;-64.98;-64.58;-44.45
1589.950;-7.03;-65.18;-64.96;-64.56;-44.49
1589.960;-7.03;-65.17;-64.96;-64.56;-44.59
1589.970;-7.02;-65.18;-64.97;-64.57;-44.58
1589.980;-7.02;-65.18;-64.97;-64.57;-44.47
1589.990;-7.02;-65.18;-64.97;-64.57;-44.53
1590.000;-7.02;-65.18;-64.97;-64.57;-44.50
1590.010;-7.02;-65.18;-64.97;-64.57;-44.59
1590.020;-6.98;-65.22;-65.00;-64.60;-44.62
1590.030;-6.99;-65.21;-64.99;-64.60;-44.73
1590.040;-7.02;-65.18;-64.97;-64.57;-44.64
1590.050;-7.02;-65.18;-64.97;-64.57;-44.55
1590.060;-7.02;-65.18;-64.97;-64.57;-44.59
1590.070;-7.01;-65.19;-64.98;-64.58;-44.62
1590.080;-7.02;-65.18;-64.97;-64.57;-44.76
1590.090;-7.00;-65.20;-64.98;-64.58;-44.63
1590.100;-7.02;-65.18;-64.97;-64.57;-44.61
1590.110;-7.02;-65.19;-64.97;-64.57;-44.58
1590.120;-6.99;-65.21;-65.00;-64.60;-44.70
1590.130;-7.01;-65.19;-64.97;-64.57;-44.68
1590.140;-7.01;-65.19;-64.98;-64.58;-44.65
1590.150;-7.00;-65.20;-64.99;-64.59;-44.53
1590.160;-7.01;-65.19;-64.98;-64.58;-44.64
1590.170;-7.02;-65.18;-64.97;-64.57;-44.68
1590.180;-7.02;-65.18;-64.97;-64.57;-44.77
1590.190;-7.04;-65.16;-64.95;-64.55;-44.58
1590.200;-7.02;-65.18;-64.97;-64.57;-44.78
1590.210;-7.02;-65.18;-64.97;-64.57;-44.75
1590.220;-7.02;-65.18;-64.97;-64.57;-44.62
1590.230;-7.03;-65.17;-64.96;-64.56;-44.71
1590.240;-7.03;-65.17;-64.96;-64.56;-44.75
1590.250;-7.03;-65.17;-64.96;-64.55;-44.67
1590.260;-7.05;-65.15;-64.94;-64.53;-44.65
1590.270;-7.02;-65.18;-64.96;-64.56;-44.90
1590.280;-7.02;-65.18;-64.97;-64.57;-44.87
1590.290;-7.02;-65.18;-64.97;-64.57;-44.69
1590.300;-7.02;-65.18;-64.97;-64.57;-44.70
1590.310;-7.02;-65.18;-64.97;-64.57;-44.69
1590.320;-7.03;-65.17;-64.96;-64.56;-44.77
1590.330;-7.04;-65.16;-64.95;-64.55;-44.80
1590.340;-7.03;-65.18;-64.96;-64.56;-44.79
1590.350;-7.03;-65.17;-64.95;-64.55;-44.77
1590.360;-7.04;-65.16;-64.95;-64.55;-44.78
1590.370;-7.02;-65.18;-64.97;-64.57;-44.80
1590.380;-7.02;-65.18;-64.96;-64.56;-44.82
1590.390;-7.05;-65.15;-64.94;-64.54;-44.87
1590.400;-7.03;-65.17;-64.96;-64.56;-44.77
1590.410;-7.02;-65.18;-64.97;-64.57;-44.87
1590.420;-7.02;-65.18;-64.97;-64.57;-44.81
1590.430;-7.02;-65.18;-64.97;-64.57;-44.82
1590.440;-7.05;-65.15;-64.94;-64.54;-44.85
1590.450;-7.04;-65.16;-64.95;-64.55;-44.84
1590.460;-7.04;-65.16;-64.95;-64.55;-44.86
1590.470;-7.06;-65.14;-64.93;-64.54;-44.84
1590.480;-7.06;-65.14;-64.93;-64.53;-44.84
1590.490;-7.05;-65.15;-64.93;-64.54;-44.86
1590.500;-7.04;-65.16;-64.95;-64.56;-44.87
1590.510;-7.07;-65.13;-64.92;-64.53;-44.87
1590.520;-7.04;-65.16;-64.95;-64.56;-44.90
1590.530;-7.05;-65.15;-64.94;-64.54;-44.91
1590.540;-7.09;-65.11;-64.90;-64.50;-44.90
1590.550;-7.06;-65.14;-64.93;-64.54;-45.02
1590.560;-7.06;-65.14;-64.93;-64.53;-44.93
1590.570;-7.09;-65.11;-64.90;-64.51;-44.85
1590.580;-7.07;-65.13;-64.92;-64.52;-44.96
1590.590;-7.08;-65.12;-64.91;-64.51;-45.00
1590.600;-7.07;-65.13;-64.92;-64.52;-44.99
1590.610;-7.07;-65.13;-64.92;-64.53;-44.90
1590.620;-7.07;-65.13;-64.92;-64.52;-44.96
1590.630;-7.07;-65.13;-64.92;-64.52;-45.00
1590.640;-7.07;-65.13;-64.92;-64.52;-44.92
1590.650;-7.08;-65.12;-64.91;-64.52;-44.98
1590.660;-7.09;-65.11;-64.90;-64.50;-44.90
1590.670;-7.09;-65.12;-64.90;-64.51;-45.03
1590.680;-7.07;-65.14;-64.92;-64.53;-45.03
1590.690;-7.08;-65.12;-64.91;-64.52;-45.03
1590.700;-7.08;-65.12;-64.91;-64.52;-45.12
1590.710;-7.07;-65.13;-64.92;-64.52;-45.12
1590.720;-7.07;-65.13;-64.92;-64.52;-45.12
1590.730;-7.09;-65.11;-64.90;-64.51;-45.15
1590.740;-7.06;-65.14;-64.93;-64.54;-45.04
1590.750;-7.08;-65.12;-64.91;-64.52;-45.17
1590.760;-7.09;-65.11;-64.90;-64.51;-45.10
1590.770;-7.08;-65.12;-64.91;-64.51;-45.16
1590.780;-7.09;-65.11;-64.89;-64.50;-45.21
1590.790;-7.10;-65.10;-64.89;-64.50;-45.15
1590.800;-7.09;-65.11;-64.90;-64.51;-45.18
1590.810;-7.09;-65.11;-64.90;-64.51;-45.21
1590.820;-7.09;-65.11;-64.90;-64.51;-45.14
1590.830;-7.09;-65.11;-64.90;-64.50;-45.14
1590.840;-7.11;-65.09;-64.88;-64.49;-45.28
1590.850;-7.11;-65.09;-64.88;-64.49;-45.27
1590.860;-7.11;-65.09;-64.88;-64.49;-45.25
1590.870;-7.11;-65.09;-64.88;-64.49;-45.19
1590.880;-7.12;-65.08;-64.87;-64.48;-45.10
1590.890;-7.10;-65.10;-64.89;-64.50;-45.19
1590.900;-7.09;-65.11;-64.90;-64.51;-45.18
1590.910;-7.11;-65.09;-64.88;-64.49;-45.29
1590.920;-7.09;-65.11;-64.90;-64.51;-45.27
1590.930;-7.11;-65.09;-64.88;-64.49;-45.24
1590.940;-7.11;-65.09;-64.88;-64.49;-45.29
1590.950;-7.12;-65.08;-64.87;-64.48;-45.32
1590.960;-7.11;-65.09;-64.88;-64.49;-45.22
1590.970;-7.12;-65.08;-64.87;-64.49;-45.21
1590.980;-7.11;-65.09;-64.88;-64.49;-45.29
1590.990;-7.09;-65.11;-64.90;-64.51;-45.25
1591.000;-7.13;-65.07;-64.86;-64.48;-45.31
1591.010;-7.09;-65.11;-64.90;-64.51;-45.19
1591.020;-7.09;-65.11;-64.90;-64.51;-45.32
1591.030;-7.10;-65.10;-64.89;-64.51;-45.31
1591.040;-7.11;-65.09;-64.88;-64.49;-45.24
1591.050;-7.11;-65.09;-64.88;-64.49;-45.21
1591.060;-7.12;-65.08;-64.87;-64.48;-45.22
1591.070;-7.13;-65.07;-64.86;-64.48;-45.26
1591.080;-7.11;-65.09;-64.88;-64.49;-45.21
1591.090;-7.11;-65.09;-64.88;-64.49;-45.34
1591.100;-7.13;-65.08;-64.86;-64.48;-45.22
1591.110;-7.11;-65.09;-64.88;-64.50;-45.15
1591.120;-7.12;-65.09;-64.87;-64.49;-45.29
1591.130;-7.13;-65.07;-64.86;-64.48;-45.22
1591.140;-7.13;-65.07;-64.86;-64.48;-45.15
1591.150;-7.14;-65.06;-64.85;-64.47;-45.15
1591.160;-7.13;-65.07;-64.86;-64.47;-45.17
1591.170;-7.11;-65.09;-64.88;-64.49;-45.16
1591.180;-7.13;-65.07;-64.86;-64.48;-45.16
1591.190;-7.13;-65.07;-64.86;-64.48;-45.20
1591.200;-7.14;-65.06;-64.85;-64.46;-45.13
1591.210;-7.13;-65.08;-64.86;-64.48;-45.10
1591.220;-7.13;-65.08;-64.86;-64.48;-45.07
1591.230;-7.13;-65.08;-64.86;-64.48;-45.08
1591.240;-7.12;-65.09;-64.88;-64.49;-45.09
1591.250;-7.14;-65.07;-64.86;-64.47;-45.10
1591.260;-7.11;-65.09;-64.88;-64.49;-45.06
1591.270;-7.15;-65.06;-64.85;-64.46;-44.92
1591.280;-7.09;-65.11;-64.90;-64.51;-45.06
1591.290;-7.11;-65.09;-64.88;-64.50;-44.99
1591.300;-7.12;-65.08;-64.87;-64.49;-45.06
1591.310;-7.13;-65.08;-64.87;-64.48;-45.07
1591.320;-7.14;-65.07;-64.86;-64.47;-45.09
1591.330;-7.13;-65.08;-64.87;-64.48;-45.07
1591.340;-7.13;-65.08;-64.87;-64.48;-45.09
1591.350;-7.13;-65.08;-64.87;-64.48;-45.02
1591.360;-7.15;-65.06;-64.85;-64.46;-45.00
1591.370;-7.13;-65.08;-64.87;-64.48;-45.12
1591.380;-7.14;-65.07;-64.86;-64.47;-45.09
1591.390;-7.12;-65.09;-64.88;-64.50;-45.11
1591.400;-7.13;-65.08;-64.87;-64.48;-45.08
1591.410;-7.14;-65.07;-64.86;-64.47;-45.11
