WL; Output[dBm]; Det1_IL[dB]; Det2_IL[dB]; Det4_IL[dB]; Det3_IL
1474.560;-4.57;-67.52;-67.31;-66.87;-39.64
1474.570;-4.57;-67.52;-67.31;-66.87;-39.66
1474.580;-4.55;-67.54;-67.33;-66.89;-39.66
1474.590;-4.57;-67.52;-67.31;-66.87;-39.60
1474.600;-4.51;-67.58;-67.37;-66.93;-39.62
1474.610;-4.48;-67.61;-67.39;-66.95;-39.70
1474.620;-4.51;-67.58;-67.37;-66.93;-39.61
1474.630;-4.48;-67.61;-67.40;-66.96;-39.48
1474.640;-4.52;-67.56;-67.35;-66.91;-39.61
1474.650;-4.51;-67.58;-67.36;-66.92;-39.63
1474.660;-4.51;-67.58;-67.37;-66.93;-39.65
1474.670;-4.51;-67.57;-67.36;-66.92;-39.54
1474.680;-4.50;-67.59;-67.38;-66.94;-39.64
1474.690;-4.51;-67.58;-67.36;-66.92;-39.57
1474.700;-4.50;-67.58;-67.37;-66.93;-39.60
1474.710;-4.48;-67.61;-67.39;-66.95;-39.62
1474.720;-4.48;-67.61;-67.40;-66.96;-39.62
1474.730;-4.48;-67.61;-67.39;-66.95;-39.62
1474.740;-4.49;-67.59;-67.38;-66.94;-39.56
1474.750;-4.51;-67.58;-67.36;-66.92;-39.60
1474.760;-4.51;-67.57;-67.36;-66.92;-39.50
1474.770;-4.51;-67.57;-67.36;-66.92;-39.50
1474.780;-4.48;-67.60;-67.39;-66.95;-39.60
1474.790;-4.48;-67.61;-67.40;-66.96;-39.53
1474.800;-4.48;-67.61;-67.39;-66.95;-39.59
1474.810;-4.49;-67.60;-67.38;-66.94;-39.60
1474.820;-4.51;-67.57;-67.36;-66.92;-39.60
1474.830;-4.50;-67.59;-67.37;-66.93;-39.52
1474.840;-4.51;-67.57;-67.36;-66.92;-39.61
1474.850;-4.54;-67.54;-67.33;-66.89;-39.62
1474.860;-4.57;-67.52;-67.31;-66.86;-39.51
1474.870;-4.57;-67.52;-67.30;-66.86;-39.50
1474.880;-4.58;-67.50;-67.29;-66.85;-39.56
1474.890;-4.55;-67.53;-67.32;-66.88;-39.56
1474.900;-4.58;-67.50;-67.29;-66.85;-39.60
1474.910;-4.58;-67.51;-67.29;-66.85;-39.67
1474.920;-4.58;-67.50;-67.29;-66.85;-39.57
1474.930;-4.60;-67.48;-67.27;-66.83;-39.59
1474.940;-4.60;-67.48;-67.27;-66.83;-39.61
1474.950;-4.62;-67.47;-67.25;-66.81;-39.61
1474.960;-4.62;-67.46;-67.25;-66.81;-39.71
1474.970;-4.58;-67.50;-67.28;-66.84;-39.68
1474.980;-4.61;-67.47;-67.26;-66.82;-39.59
1474.990;-4.62;-67.46;-67.25;-66.81;-39.75
1475.000;-4.59;-67.49;-67.28;-66.84;-39.53
1475.010;-4.59;-67.49;-67.27;-66.83;-39.64
1475.020;-4.61;-67.47;-67.26;-66.82;-39.66
1475.030;-4.55;-67.53;-67.31;-66.87;-39.63
1475.040;-4.61;-67.47;-67.25;-66.81;-39.67
1475.050;-4.63;-67.45;-67.24;-66.80;-39.70
1475.060;-4.62;-67.46;-67.25;-66.81;-39.76
1475.070;-4.67;-67.41;-67.20;-66.76;-39.70
1475.080;-4.63;-67.45;-67.24;-66.80;-39.67
1475.090;-4.62;-67.46;-67.25;-66.81;-39.75
1475.100;-4.60;-67.48;-67.27;-66.83;-39.71
1475.110;-4.58;-67.49;-67.28;-66.84;-39.76
1475.120;-4.58;-67.49;-67.28;-66.84;-39.72
1475.130;-4.58;-67.49;-67.28;-66.84;-39.69
1475.140;-4.59;-67.49;-67.28;-66.84;-39.78
1475.150;-4.62;-67.45;-67.24;-66.80;-39.71
1475.160;-4.59;-67.48;-67.27;-66.83;-39.80
1475.170;-4.63;-67.44;-67.23;-66.79;-39.72
1475.180;-4.58;-67.50;-67.29;-66.84;-39.71
1475.190;-4.60;-67.47;-67.26;-66.82;-39.79
1475.200;-4.58;-67.49;-67.28;-66.84;-39.71
1475.210;-4.56;-67.51;-67.30;-66.86;-39.71
1475.220;-4.57;-67.51;-67.30;-66.86;-39.67
1475.230;-4.54;-67.54;-67.32;-66.88;-39.65
1475.240;-4.58;-67.50;-67.28;-66.84;-39.56
1475.250;-4.60;-67.47;-67.26;-66.82;-39.71
1475.260;-4.60;-67.47;-67.26;-66.82;-39.74
1475.270;-4.62;-67.46;-67.24;-66.80;-39.61
1475.280;-4.60;-67.47;-67.26;-66.82;-39.69
1475.290;-4.59;-67.48;-67.27;-66.83;-39.62
1475.300;-4.60;-67.47;-67.26;-66.82;-39.58
1475.310;-4.58;-67.49;-67.28;-66.84;-39.73
1475.320;-4.55;-67.53;-67.31;-66.88;-39.59
1475.330;-4.56;-67.52;-67.30;-66.86;-39.69
1475.340;-4.53;-67.54;-67.33;-66.89;-39.54
1475.350;-4.55;-67.53;-67.31;-66.88;-39.65
1475.360;-4.57;-67.50;-67.29;-66.85;-39.77
1475.370;-4.57;-67.51;-67.30;-66.86;-39.63
1475.380;-4.57;-67.51;-67.30;-66.86;-39.68
1475.390;-4.56;-67.52;-67.31;-66.87;-39.69
1475.400;-4.52;-67.56;-67.34;-66.91;-39.66
1475.410;-4.53;-67.55;-67.33;-66.90;-39.70
1475.420;-4.50;-67.57;-67.36;-66.92;-39.70
1475.430;-4.49;-67.58;-67.37;-66.93;-39.76
1475.440;-4.51;-67.56;-67.35;-66.91;-39.72
1475.450;-4.51;-67.56;-67.35;-66.91;-39.74
1475.460;-4.53;-67.54;-67.33;-66.89;-39.75
1475.470;-4.53;-67.54;-67.33;-66.90;-39.75
1475.480;-4.51;-67.56;-67.35;-66.92;-39.71
1475.490;-4.52;-67.55;-67.34;-66.91;-39.71
1475.500;-4.52;-67.56;-67.35;-66.91;-39.71
1475.510;-4.51;-67.56;-67.35;-66.92;-39.64
1475.520;-4.49;-67.59;-67.37;-66.94;-39.72
1475.530;-4.48;-67.60;-67.39;-66.95;-39.74
1475.540;-4.49;-67.58;-67.37;-66.94;-39.64
1475.550;-4.47;-67.60;-67.39;-66.96;-39.70
1475.560;-4.48;-67.60;-67.39;-66.95;-39.67
1475.570;-4.51;-67.57;-67.35;-66.92;-39.79
1475.580;-4.51;-67.56;-67.35;-66.92;-39.71
1475.590;-4.51;-67.56;-67.35;-66.92;-39.66
1475.600;-4.51;-67.56;-67.35;-66.92;-39.74
1475.610;-4.51;-67.56;-67.35;-66.92;-39.70
1475.620;-4.51;-67.56;-67.35;-66.92;-39.68
1475.630;-4.51;-67.56;-67.35;-66.92;-39.72
1475.640;-4.53;-67.55;-67.33;-66.90;-39.85
1475.650;-4.51;-67.56;-67.35;-66.92;-39.83
1475.660;-4.52;-67.55;-67.34;-66.91;-39.85
1475.670;-4.56;-67.51;-67.30;-66.87;-39.76
1475.680;-4.58;-67.49;-67.28;-66.85;-39.86
1475.690;-4.58;-67.49;-67.28;-66.85;-39.78
1475.700;-4.58;-67.49;-67.28;-66.85;-39.68
1475.710;-4.55;-67.52;-67.31;-66.88;-39.64
1475.720;-4.55;-67.52;-67.31;-66.88;-39.79
1475.730;-4.59;-67.48;-67.27;-66.84;-39.78
1475.740;-4.58;-67.50;-67.29;-66.86;-39.73
1475.750;-4.60;-67.47;-67.26;-66.83;-39.76
1475.760;-4.59;-67.49;-67.27;-66.85;-39.88
1475.770;-4.59;-67.48;-67.27;-66.84;-39.82
1475.780;-4.65;-67.43;-67.21;-66.79;-39.91
1475.790;-4.61;-67.47;-67.26;-66.83;-39.78
1475.800;-4.62;-67.45;-67.24;-66.82;-39.82
1475.810;-4.61;-67.47;-67.26;-66.83;-39.73
1475.820;-4.57;-67.51;-67.29;-66.87;-39.79
1475.830;-4.58;-67.49;-67.28;-66.85;-39.72
1475.840;-4.58;-67.49;-67.28;-66.85;-39.77
1475.850;-4.57;-67.51;-67.29;-66.87;-39.72
1475.860;-4.62;-67.46;-67.25;-66.82;-39.79
1475.870;-4.61;-67.46;-67.25;-66.83;-39.86
1475.880;-4.62;-67.45;-67.24;-66.82;-39.92
1475.890;-4.66;-67.42;-67.21;-66.78;-39.82
1475.900;-4.63;-67.45;-67.23;-66.81;-39.88
1475.910;-4.61;-67.47;-67.25;-66.83;-39.87
1475.920;-4.57;-67.51;-67.29;-66.87;-39.78
1475.930;-4.60;-67.48;-67.26;-66.84;-39.83
1475.940;-4.60;-67.47;-67.26;-66.84;-39.88
1475.950;-4.59;-67.48;-67.27;-66.85;-39.85
1475.960;-4.58;-67.49;-67.28;-66.86;-39.98
1475.970;-4.58;-67.49;-67.28;-66.86;-39.83
1475.980;-4.60;-67.48;-67.27;-66.84;-39.83
1475.990;-4.62;-67.46;-67.24;-66.82;-39.87
1476.000;-4.63;-67.44;-67.23;-66.81;-39.75
1476.010;-4.62;-67.45;-67.24;-66.82;-39.82
1476.020;-4.62;-67.45;-67.24;-66.82;-39.94
1476.030;-4.59;-67.49;-67.27;-66.85;-39.83
1476.040;-4.59;-67.49;-67.27;-66.85;-39.86
1476.050;-4.61;-67.47;-67.26;-66.83;-39.87
1476.060;-4.58;-67.49;-67.28;-66.85;-40.02
1476.070;-4.60;-67.47;-67.26;-66.84;-39.94
1476.080;-4.62;-67.45;-67.24;-66.81;-39.87
1476.090;-4.61;-67.47;-67.25;-66.83;-39.93
1476.100;-4.60;-67.48;-67.27;-66.84;-39.92
1476.110;-4.57;-67.50;-67.29;-66.86;-39.95
1476.120;-4.56;-67.52;-67.30;-66.88;-40.03
1476.130;-4.58;-67.49;-67.28;-66.85;-40.10
1476.140;-4.55;-67.52;-67.31;-66.88;-40.02
1476.150;-4.53;-67.54;-67.33;-66.90;-40.10
1476.160;-4.51;-67.56;-67.35;-66.92;-40.10
1476.170;-4.51;-67.56;-67.35;-66.92;-40.01
1476.180;-4.52;-67.55;-67.34;-66.91;-40.13
1476.190;-4.52;-67.56;-67.34;-66.92;-40.14
1476.200;-4.53;-67.55;-67.33;-66.90;-40.13
1476.210;-4.53;-67.55;-67.34;-66.91;-40.16
1476.220;-4.50;-67.57;-67.36;-66.93;-40.19
1476.230;-4.51;-67.56;-67.35;-66.92;-40.10
1476.240;-4.48;-67.60;-67.38;-66.96;-40.19
1476.250;-4.47;-67.61;-67.39;-66.97;-40.19
1476.260;-4.46;-67.62;-67.40;-66.97;-40.12
1476.270;-4.46;-67.62;-67.40;-66.98;-40.30
1476.280;-4.45;-67.62;-67.41;-66.98;-40.28
1476.290;-4.46;-67.61;-67.40;-66.97;-40.31
1476.300;-4.48;-67.60;-67.38;-66.96;-40.19
1476.310;-4.47;-67.61;-67.39;-66.96;-40.23
1476.320;-4.48;-67.60;-67.38;-66.96;-40.22
1476.330;-4.46;-67.62;-67.40;-66.97;-40.23
1476.340;-4.48;-67.60;-67.38;-66.95;-40.41
1476.350;-4.47;-67.61;-67.39;-66.96;-40.26
1476.360;-4.48;-67.59;-67.38;-66.95;-40.24
1476.370;-4.48;-67.60;-67.38;-66.95;-40.25
1476.380;-4.48;-67.59;-67.38;-66.95;-40.19
1476.390;-4.50;-67.57;-67.35;-66.92;-40.16
1476.400;-4.51;-67.56;-67.35;-66.92;-40.14
1476.410;-4.53;-67.54;-67.33;-66.90;-40.14
1476.420;-4.55;-67.53;-67.31;-66.88;-40.15
1476.430;-4.52;-67.55;-67.34;-66.91;-40.13
1476.440;-4.55;-67.53;-67.31;-66.88;-40.14
1476.450;-4.55;-67.52;-67.31;-66.87;-40.17
1476.460;-4.55;-67.53;-67.31;-66.88;-40.17
1476.470;-4.58;-67.50;-67.28;-66.85;-40.06
1476.480;-4.56;-67.51;-67.30;-66.86;-40.13
1476.490;-4.56;-67.51;-67.29;-66.86;-40.20
1476.500;-4.62;-67.45;-67.23;-66.80;-40.14
1476.510;-4.57;-67.51;-67.29;-66.86;-40.18
1476.520;-4.60;-67.47;-67.26;-66.82;-40.21
1476.530;-4.59;-67.49;-67.27;-66.84;-40.19
1476.540;-4.54;-67.54;-67.32;-66.89;-40.23
1476.550;-4.59;-67.48;-67.27;-66.83;-40.23
1476.560;-4.57;-67.50;-67.28;-66.85;-40.21
1476.570;-4.59;-67.49;-67.27;-66.84;-40.26
1476.580;-4.62;-67.45;-67.24;-66.80;-40.18
1476.590;-4.61;-67.47;-67.25;-66.82;-40.08
1476.600;-4.63;-67.45;-67.23;-66.79;-40.15
1476.610;-4.62;-67.45;-67.23;-66.80;-40.11
1476.620;-4.62;-67.45;-67.24;-66.80;-40.14
1476.630;-4.62;-67.45;-67.24;-66.80;-40.09
1476.640;-4.62;-67.45;-67.24;-66.80;-40.13
1476.650;-4.59;-67.49;-67.27;-66.84;-40.09
1476.660;-4.61;-67.47;-67.25;-66.82;-40.13
1476.670;-4.58;-67.49;-67.27;-66.84;-40.14
1476.680;-4.58;-67.49;-67.27;-66.84;-40.07
1476.690;-4.64;-67.44;-67.22;-66.78;-40.18
1476.700;-4.60;-67.47;-67.25;-66.82;-40.14
1476.710;-4.62;-67.45;-67.24;-66.80;-40.19
1476.720;-4.62;-67.46;-67.24;-66.80;-40.17
1476.730;-4.62;-67.46;-67.24;-66.81;-40.21
1476.740;-4.65;-67.42;-67.21;-66.77;-40.24
1476.750;-4.59;-67.49;-67.27;-66.84;-40.16
1476.760;-4.61;-67.46;-67.25;-66.81;-40.18
1476.770;-4.58;-67.49;-67.27;-66.84;-40.22
1476.780;-4.55;-67.52;-67.30;-66.87;-40.21
1476.790;-4.60;-67.47;-67.26;-66.82;-40.21
1476.800;-4.60;-67.47;-67.26;-66.82;-40.26
1476.810;-4.59;-67.48;-67.27;-66.83;-40.25
1476.820;-4.65;-67.42;-67.20;-66.77;-40.15
1476.830;-4.58;-67.49;-67.27;-66.84;-40.16
1476.840;-4.57;-67.50;-67.28;-66.85;-40.21
1476.850;-4.58;-67.49;-67.28;-66.84;-40.24
1476.860;-4.56;-67.51;-67.29;-66.86;-40.32
1476.870;-4.56;-67.51;-67.30;-66.87;-40.32
1476.880;-4.53;-67.54;-67.33;-66.89;-40.36
1476.890;-4.53;-67.54;-67.33;-66.89;-40.31
1476.900;-4.52;-67.55;-67.34;-66.90;-40.43
1476.910;-4.52;-67.55;-67.34;-66.90;-40.38
1476.920;-4.51;-67.56;-67.35;-66.91;-40.29
1476.930;-4.51;-67.56;-67.35;-66.91;-40.31
1476.940;-4.48;-67.58;-67.37;-66.94;-40.29
1476.950;-4.48;-67.59;-67.38;-66.94;-40.30
1476.960;-4.49;-67.57;-67.36;-66.93;-40.32
1476.970;-4.45;-67.61;-67.41;-66.97;-40.38
1476.980;-4.45;-67.62;-67.41;-66.97;-40.35
1476.990;-4.44;-67.62;-67.42;-66.98;-40.40
1477.000;-4.46;-67.60;-67.39;-66.96;-40.23
1477.010;-4.50;-67.56;-67.36;-66.92;-40.30
1477.020;-4.47;-67.59;-67.39;-66.95;-40.30
1477.030;-4.48;-67.59;-67.38;-66.95;-40.36
1477.040;-4.45;-67.61;-67.41;-66.97;-40.26
1477.050;-4.45;-67.61;-67.41;-66.97;-40.26
1477.060;-4.46;-67.61;-67.40;-66.96;-40.29
1477.070;-4.44;-67.62;-67.42;-66.98;-40.28
1477.080;-4.44;-67.62;-67.42;-66.98;-40.34
1477.090;-4.47;-67.60;-67.39;-66.95;-40.29
1477.100;-4.44;-67.62;-67.42;-66.98;-40.18
1477.110;-4.49;-67.58;-67.37;-66.93;-40.23
1477.120;-4.49;-67.58;-67.37;-66.93;-40.21
1477.130;-4.49;-67.57;-67.37;-66.93;-40.27
1477.140;-4.51;-67.55;-67.35;-66.91;-40.32
1477.150;-4.51;-67.55;-67.35;-66.91;-40.25
1477.160;-4.51;-67.55;-67.35;-66.91;-40.29
1477.170;-4.53;-67.53;-67.33;-66.89;-40.26
1477.180;-4.51;-67.55;-67.35;-66.91;-40.34
1477.190;-4.54;-67.53;-67.32;-66.89;-40.37
1477.200;-4.56;-67.50;-67.30;-66.86;-40.32
1477.210;-4.59;-67.47;-67.27;-66.83;-40.41
1477.220;-4.59;-67.47;-67.27;-66.83;-40.42
1477.230;-4.60;-67.46;-67.26;-66.82;-40.39
1477.240;-4.62;-67.44;-67.24;-66.80;-40.37
1477.250;-4.60;-67.47;-67.26;-66.83;-40.37
1477.260;-4.58;-67.48;-67.28;-66.84;-40.41
1477.270;-4.58;-67.48;-67.28;-66.84;-40.50
1477.280;-4.58;-67.48;-67.28;-66.84;-40.47
1477.290;-4.59;-67.47;-67.28;-66.84;-40.51
1477.300;-4.60;-67.46;-67.26;-66.82;-40.49
1477.310;-4.64;-67.42;-67.22;-66.79;-40.40
1477.320;-4.64;-67.42;-67.22;-66.78;-40.55
1477.330;-4.64;-67.42;-67.22;-66.78;-40.54
1477.340;-4.60;-67.46;-67.26;-66.82;-40.56
1477.350;-4.65;-67.41;-67.21;-66.77;-40.57
1477.360;-4.62;-67.44;-67.24;-66.80;-40.53
1477.370;-4.65;-67.41;-67.21;-66.78;-40.51
1477.380;-4.65;-67.41;-67.21;-66.77;-40.48
1477.390;-4.61;-67.45;-67.26;-66.82;-40.50
1477.400;-4.63;-67.42;-67.23;-66.79;-40.49
1477.410;-4.59;-67.47;-67.27;-66.84;-40.48
1477.420;-4.62;-67.43;-67.24;-66.80;-40.53
1477.430;-4.67;-67.39;-67.19;-66.75;-40.59
1477.440;-4.65;-67.41;-67.21;-66.77;-40.55
1477.450;-4.62;-67.44;-67.24;-66.80;-40.59
1477.460;-4.63;-67.43;-67.23;-66.79;-40.48
1477.470;-4.60;-67.46;-67.26;-66.82;-40.54
1477.480;-4.60;-67.46;-67.26;-66.82;-40.59
1477.490;-4.58;-67.47;-67.28;-66.84;-40.55
1477.500;-4.56;-67.49;-67.30;-66.86;-40.56
1477.510;-4.59;-67.47;-67.27;-66.83;-40.54
1477.520;-4.60;-67.46;-67.26;-66.82;-40.70
1477.530;-4.58;-67.48;-67.28;-66.83;-40.63
1477.540;-4.60;-67.46;-67.26;-66.82;-40.63
1477.550;-4.58;-67.48;-67.27;-66.83;-40.57
1477.560;-4.56;-67.50;-67.30;-66.86;-40.66
1477.570;-4.54;-67.52;-67.32;-66.87;-40.64
1477.580;-4.51;-67.55;-67.35;-66.91;-40.70
1477.590;-4.52;-67.55;-67.34;-66.90;-40.62
1477.600;-4.52;-67.54;-67.34;-66.89;-40.64
1477.610;-4.54;-67.52;-67.32;-66.88;-40.65
1477.620;-4.57;-67.50;-67.29;-66.85;-40.71
1477.630;-4.53;-67.53;-67.33;-66.89;-40.76
1477.640;-4.53;-67.53;-67.33;-66.89;-40.71
1477.650;-4.52;-67.55;-67.34;-66.90;-40.72
1477.660;-4.47;-67.59;-67.38;-66.94;-40.70
1477.670;-4.48;-67.58;-67.38;-66.93;-40.71
1477.680;-4.47;-67.59;-67.38;-66.94;-40.69
1477.690;-4.44;-67.62;-67.42;-66.97;-40.63
1477.700;-4.44;-67.62;-67.42;-66.97;-40.75
1477.710;-4.42;-67.64;-67.44;-66.99;-40.73
1477.720;-4.44;-67.63;-67.42;-66.98;-40.75
1477.730;-4.44;-67.62;-67.42;-66.97;-40.72
1477.740;-4.44;-67.62;-67.42;-66.97;-40.65
1477.750;-4.47;-67.60;-67.39;-66.95;-40.67
1477.760;-4.46;-67.61;-67.40;-66.95;-40.85
1477.770;-4.46;-67.60;-67.39;-66.95;-40.68
1477.780;-4.47;-67.60;-67.39;-66.95;-40.73
1477.790;-4.44;-67.62;-67.41;-66.97;-40.82
1477.800;-4.44;-67.62;-67.41;-66.97;-40.70
1477.810;-4.45;-67.61;-67.41;-66.96;-40.64
1477.820;-4.47;-67.60;-67.39;-66.94;-40.65
1477.830;-4.46;-67.61;-67.40;-66.95;-40.68
1477.840;-4.47;-67.60;-67.38;-66.94;-40.72
1477.850;-4.48;-67.59;-67.37;-66.93;-40.76
1477.860;-4.49;-67.57;-67.36;-66.92;-40.81
1477.870;-4.49;-67.57;-67.36;-66.92;-40.79
1477.880;-4.50;-67.56;-67.35;-66.91;-40.71
1477.890;-4.49;-67.58;-67.37;-66.92;-40.75
1477.900;-4.48;-67.59;-67.38;-66.93;-40.68
1477.910;-4.51;-67.56;-67.35;-66.90;-40.66
1477.920;-4.52;-67.55;-67.33;-66.89;-40.76
1477.930;-4.54;-67.52;-67.31;-66.86;-40.77
1477.940;-4.55;-67.52;-67.31;-66.86;-40.70
1477.950;-4.55;-67.52;-67.31;-66.86;-40.79
1477.960;-4.55;-67.52;-67.31;-66.86;-40.77
1477.970;-4.58;-67.49;-67.27;-66.83;-40.83
1477.980;-4.54;-67.53;-67.32;-66.87;-40.73
1477.990;-4.58;-67.49;-67.27;-66.82;-40.74
1478.000;-4.57;-67.50;-67.29;-66.84;-40.68
1478.010;-4.57;-67.50;-67.28;-66.84;-40.62
1478.020;-4.59;-67.48;-67.26;-66.81;-40.71
1478.030;-4.59;-67.48;-67.26;-66.82;-40.64
1478.040;-4.64;-67.43;-67.22;-66.77;-40.70
1478.050;-4.60;-67.47;-67.26;-66.81;-40.72
1478.060;-4.58;-67.49;-67.27;-66.82;-40.71
1478.070;-4.60;-67.47;-67.25;-66.81;-40.71
1478.080;-4.58;-67.49;-67.27;-66.82;-40.72
1478.090;-4.60;-67.47;-67.25;-66.80;-40.75
1478.100;-4.61;-67.47;-67.25;-66.80;-40.83
1478.110;-4.58;-67.49;-67.27;-66.82;-40.74
1478.120;-4.60;-67.47;-67.25;-66.80;-40.81
1478.130;-4.63;-67.45;-67.22;-66.78;-40.80
1478.140;-4.64;-67.44;-67.21;-66.77;-40.78
1478.150;-4.65;-67.42;-67.20;-66.75;-40.75
1478.160;-4.62;-67.45;-67.23;-66.78;-40.78
1478.170;-4.62;-67.46;-67.24;-66.79;-40.78
1478.180;-4.62;-67.45;-67.23;-66.79;-40.91
1478.190;-4.60;-67.48;-67.25;-66.81;-40.85
1478.200;-4.61;-67.47;-67.24;-66.80;-40.87
1478.210;-4.60;-67.47;-67.25;-66.80;-40.85
1478.220;-4.56;-67.52;-67.30;-66.85;-40.81
1478.230;-4.59;-67.48;-67.26;-66.81;-40.88
1478.240;-4.59;-67.48;-67.26;-66.82;-40.84
1478.250;-4.57;-67.50;-67.28;-66.84;-40.84
1478.260;-4.60;-67.47;-67.25;-66.80;-40.83
1478.270;-4.57;-67.51;-67.28;-66.84;-40.87
1478.280;-4.53;-67.54;-67.32;-66.87;-40.86
1478.290;-4.57;-67.50;-67.28;-66.84;-40.79
1478.300;-4.51;-67.56;-67.34;-66.89;-40.72
1478.310;-4.51;-67.56;-67.34;-66.89;-40.72
1478.320;-4.53;-67.54;-67.32;-66.88;-40.69
1478.330;-4.52;-67.55;-67.33;-66.89;-40.70
1478.340;-4.55;-67.52;-67.30;-66.85;-40.65
1478.350;-4.52;-67.56;-67.33;-66.89;-40.68
1478.360;-4.52;-67.56;-67.33;-66.89;-40.73
1478.370;-4.52;-67.55;-67.33;-66.88;-40.64
1478.380;-4.50;-67.57;-67.35;-66.91;-40.68
1478.390;-4.49;-67.58;-67.36;-66.91;-40.61
1478.400;-4.47;-67.60;-67.38;-66.94;-40.66
1478.410;-4.46;-67.61;-67.39;-66.95;-40.60
1478.420;-4.49;-67.58;-67.36;-66.91;-40.54
1478.430;-4.45;-67.62;-67.40;-66.95;-40.63
1478.440;-4.49;-67.59;-67.36;-66.92;-40.65
1478.450;-4.49;-67.58;-67.36;-66.92;-40.56
1478.460;-4.46;-67.61;-67.39;-66.95;-40.63
1478.470;-4.49;-67.58;-67.35;-66.91;-40.47
1478.480;-4.47;-67.60;-67.38;-66.93;-40.54
1478.490;-4.46;-67.62;-67.39;-66.95;-40.56
1478.500;-4.47;-67.60;-67.37;-66.93;-40.50
1478.510;-4.46;-67.62;-67.39;-66.95;-40.51
1478.520;-4.45;-67.63;-67.40;-66.96;-40.51
1478.530;-4.49;-67.58;-67.35;-66.91;-40.46
1478.540;-4.47;-67.60;-67.38;-66.94;-40.47
1478.550;-4.51;-67.57;-67.34;-66.90;-40.45
1478.560;-4.50;-67.58;-67.35;-66.91;-40.48
1478.570;-4.50;-67.58;-67.35;-66.91;-40.39
1478.580;-4.51;-67.56;-67.33;-66.90;-40.48
1478.590;-4.50;-67.58;-67.35;-66.91;-40.44
1478.600;-4.51;-67.56;-67.33;-66.90;-40.52
1478.610;-4.51;-67.56;-67.33;-66.90;-40.47
1478.620;-4.50;-67.57;-67.35;-66.91;-40.51
1478.630;-4.51;-67.56;-67.34;-66.90;-40.51
1478.640;-4.53;-67.55;-67.32;-66.88;-40.47
1478.650;-4.53;-67.54;-67.32;-66.88;-40.47
1478.660;-4.55;-67.53;-67.30;-66.86;-40.50
1478.670;-4.51;-67.56;-67.33;-66.89;-40.48
1478.680;-4.53;-67.54;-67.32;-66.88;-40.57
1478.690;-4.53;-67.54;-67.32;-66.88;-40.52
1478.700;-4.51;-67.56;-67.33;-66.89;-40.53
1478.710;-4.56;-67.51;-67.29;-66.85;-40.60
1478.720;-4.54;-67.54;-67.31;-66.87;-40.53
1478.730;-4.58;-67.50;-67.27;-66.83;-40.51
1478.740;-4.60;-67.47;-67.24;-66.81;-40.64
1478.750;-4.58;-67.49;-67.26;-66.82;-40.51
1478.760;-4.58;-67.49;-67.26;-66.82;-40.57
1478.770;-4.62;-67.46;-67.23;-66.79;-40.59
1478.780;-4.57;-67.50;-67.27;-66.84;-40.57
1478.790;-4.59;-67.48;-67.25;-66.82;-40.57
1478.800;-4.61;-67.46;-67.23;-66.80;-40.55
1478.810;-4.59;-67.49;-67.26;-66.82;-40.54
1478.820;-4.60;-67.47;-67.24;-66.81;-40.53
1478.830;-4.56;-67.52;-67.29;-66.85;-40.53
1478.840;-4.60;-67.48;-67.25;-66.81;-40.56
1478.850;-4.60;-67.48;-67.25;-66.81;-40.53
1478.860;-4.58;-67.49;-67.26;-66.83;-40.54
1478.870;-4.62;-67.45;-67.22;-66.79;-40.46
1478.880;-4.64;-67.44;-67.21;-66.77;-40.53
1478.890;-4.58;-67.49;-67.26;-66.83;-40.48
1478.900;-4.60;-67.48;-67.25;-66.81;-40.52
1478.910;-4.58;-67.49;-67.26;-66.83;-40.52
1478.920;-4.56;-67.52;-67.29;-66.85;-40.55
1478.930;-4.59;-67.49;-67.26;-66.83;-40.63
1478.940;-4.58;-67.49;-67.26;-66.83;-40.70
1478.950;-4.60;-67.47;-67.24;-66.81;-40.67
1478.960;-4.60;-67.48;-67.25;-66.82;-40.63
1478.970;-4.58;-67.49;-67.26;-66.83;-40.58
1478.980;-4.60;-67.47;-67.24;-66.81;-40.74
1478.990;-4.57;-67.50;-67.27;-66.84;-40.65
1479.000;-4.55;-67.53;-67.30;-66.87;-40.64
1479.010;-4.54;-67.53;-67.30;-66.87;-40.68
1479.020;-4.51;-67.56;-67.33;-66.90;-40.60
1479.030;-4.52;-67.55;-67.32;-66.89;-40.62
1479.040;-4.52;-67.56;-67.33;-66.90;-40.75
1479.050;-4.53;-67.55;-67.32;-66.89;-40.70
1479.060;-4.55;-67.52;-67.30;-66.87;-40.77
1479.070;-4.53;-67.54;-67.31;-66.88;-40.71
1479.080;-4.53;-67.55;-67.32;-66.89;-40.78
1479.090;-4.53;-67.54;-67.31;-66.89;-40.72
1479.100;-4.51;-67.56;-67.33;-66.90;-40.86
1479.110;-4.53;-67.54;-67.31;-66.88;-40.78
1479.120;-4.50;-67.57;-67.34;-66.92;-40.75
1479.130;-4.49;-67.58;-67.35;-66.92;-40.77
1479.140;-4.50;-67.57;-67.34;-66.92;-40.72
1479.150;-4.50;-67.57;-67.34;-66.92;-40.71
1479.160;-4.51;-67.56;-67.33;-66.91;-40.80
1479.170;-4.54;-67.53;-67.31;-66.88;-40.78
1479.180;-4.51;-67.56;-67.33;-66.91;-40.78
1479.190;-4.50;-67.57;-67.35;-66.92;-40.62
